"target","bc_target","property_room_type","property_max_guests","property_bathrooms","property_bedrooms","property_beds","property_bed_type","property_last_updated","host_id","host_response_time","host_response_rate","host_nr_listings","booking_price_covers","booking_min_nights","booking_max_nights","booking_availability_30","booking_availability_60","booking_availability_90","booking_availability_365","booking_cancel_policy","reviews_num","reviews_first","reviews_last","reviews_rating","reviews_acc","reviews_cleanliness","reviews_checkin","reviews_communication","reviews_location","reviews_per_month","zipcode_class","dist_nearest_city_center","type_class","host_location_country","host_verified_amount","years_as_host","reviews_num_cat","review_period","review_period_was_missing","profile_pic","exact_location","instant_bookable","superhost","identified_host"
30,2.53656648225296,"Entire home/apt",2,1,1,1,"Real Bed","4 months ago",29377765,"",90.5590295003987,1,1,150,240,0,0,7,282,"strict",13,"2015-03-30","2016-12-29",93,9,9,10,10,9,0.51,68.9073324336482,0.0122884298344982,67.7696647324307,"BE",3,8,2,640,0,"1","0","0","0","0"
33,2.58747778975171,"Private room",3,1,1,1,"Real Bed","8 months ago",2939844,"within a day",50,1,2,1,25,30,60,90,365,"strict",0,"","",NA,NA,NA,NA,NA,NA,NA,68.9073324336482,0.0217114052164034,67.7696647324307,"BE",5,11,3,NA,1,"1","1","0","0","1"
80,3.02060153370364,"Private room",2,1,1,1,"Real Bed","4 weeks ago",29399921,"within a few hours",100,1,1,1,1125,6,25,38,46,"moderate",88,"2016-03-21","2017-05-07",95,10,10,10,10,10,6.36,68.9073324336482,0.0169855235642573,67.7696647324307,"BE",4,8,3,412,0,"1","1","0","0","0"
41,2.70018548310892,"Private room",2,1,1,1,"Real Bed","2 weeks ago",29442288,"within a day",100,2,1,1,1125,15,45,75,75,"flexible",2,"2017-03-29","2017-04-28",90,10,9,9,9,9,1.43,64.5296551724138,0.0424313778930602,67.7696647324307,"BE",6,8,1,30,0,"1","1","0","0","1"
30,2.53656648225296,"Entire home/apt",6,1,4,5,"Real Bed","2 weeks ago",29442288,"within a day",100,2,4,3,1125,0,0,0,0,"flexible",2,"2016-10-03","2017-04-17",100,10,10,10,10,10,0.27,64.5296551724138,0.0414670402951765,67.7696647324307,"BE",6,8,1,196,0,"1","1","0","0","1"
31,2.55418127861935,"Private room",1,1,1,1,"Real Bed","a week ago",29455729,"within a day",67,1,1,3,30,7,32,39,39,"flexible",0,"","",NA,NA,NA,NA,NA,NA,NA,57.8260869565217,0.0920870727088646,67.7696647324307,"BE",1,8,3,NA,1,"1","0","0","0","0"
38,2.66123587425299,"Entire home/apt",16,3.5,5,9,"Real Bed","yesterday",2945662,"within an hour",100,3,11,1,120,14,24,48,317,"strict",9,"2017-03-21","2017-05-04",100,10,10,10,10,9,5.4,68.9073324336482,0.0215874066481592,67.7696647324307,"BE",4,11,2,44,0,"1","1","1","0","1"
45,2.74717504836518,"Entire home/apt",2,1,0,1,"Real Bed","today",2945662,"within an hour",100,3,1,3,366,7,31,59,334,"strict",0,"","",NA,NA,NA,NA,NA,NA,NA,68.9073324336482,0.0188809970739857,67.7696647324307,"BE",4,11,3,NA,1,"1","1","1","0","1"
50,2.79940753029994,"Entire home/apt",4,1,1,2,"Real Bed","a week ago",29476171,"within an hour",100,1,1,1,1125,0,3,30,31,"flexible",12,"2016-12-23","2017-04-17",98,10,10,10,9,9,2.61,68.9073324336482,0.0554969703026996,67.7696647324307,"BE",6,8,2,115,0,"1","1","1","0","1"
59,2.87946722092524,"Entire home/apt",3,1,0,3,"Real Bed","7 weeks ago",29492834,"within a day",100,1,1,2,1125,30,60,90,90,"strict",13,"2015-04-26","2016-12-18",94,10,10,10,10,8,0.52,64.5296551724138,0.0467952718652619,67.7696647324307,"BE",4,8,2,602,0,"1","1","0","0","1"
100,3.11918129540432,"Entire home/apt",2,1,1,1,"Real Bed","3 weeks ago",29495826,"within a day",83,1,1,14,365,0,7,37,312,"moderate",15,"2015-04-06","2017-03-31",92,10,9,10,10,10,0.59,68.9073324336482,0.00273964350449138,67.7696647324307,"FR",3,8,2,725,0,"1","1","0","0","0"
30,2.53656648225296,"Private room",2,1,1,1,"Real Bed","18 months ago",29497234,"",94.2659872293602,1,1,5,1125,0,0,0,0,"flexible",0,"","",NA,NA,NA,NA,NA,NA,NA,68.9073324336482,0.045999047251958,67.7696647324307,"BE",5,8,3,NA,1,"1","0","0","0","1"
42,2.71242568086175,"Private room",2,1,1,1,"Real Bed","6 months ago",29513676,"",88.705550635918,1,1,20,30,0,0,0,0,"flexible",0,"","",NA,NA,NA,NA,NA,NA,NA,64.5296551724138,0.0387235135356276,67.7696647324307,"BE",2,8,3,NA,1,"1","1","0","0","0"
43,2.7243262077351,"Private room",1,0.5,1,1,"Real Bed","12 months ago",29518530,"",90.5590295003987,1,1,7,1125,0,0,0,0,"strict",0,"","",NA,NA,NA,NA,NA,NA,NA,68.9073324336482,0.0326831880272186,67.7696647324307,"BE",3,8,3,NA,1,"1","1","1","0","0"
18,2.2481438563435,"Entire home/apt",6,1,3,5,"Real Bed","a week ago",29522588,"within a few hours",100,1,6,2,1125,3,3,3,3,"moderate",29,"2016-04-11","2017-05-08",93,10,9,9,10,9,2.21,68.9073324336482,0.0206178074549871,67.7696647324307,"BE",5,8,3,392,0,"1","1","0","0","1"
71,2.96621207318362,"Entire home/apt",2,1,0,1,"Real Bed","4 days ago",29551685,"within an hour",100,1,1,1,1125,0,0,4,4,"flexible",5,"2017-04-02","2017-05-06",95,10,9,10,10,10,3.66,68.9073324336482,0.00224977560794039,67.7696647324307,"BE",5,8,1,34,0,"1","1","0","0","1"
28,2.49915856776895,"Private room",2,1,1,1,"Real Bed","21 months ago",29559721,"",85.1913305226521,1,1,1,13,0,0,0,0,"flexible",1,"2015-06-26","2015-06-26",100,10,10,10,10,6,0.04,68.9073324336482,0.0230342295387691,73.7420634920635,"other",2,8,1,0,0,"1","1","0","0","0"
40,2.68758727216782,"Entire home/apt",2,1,1,1,"Real Bed","2 weeks ago",29563257,"within a few hours",100,1,1,2,1125,11,40,64,111,"strict",62,"2015-03-29","2017-05-01",97,10,10,10,10,10,2.4,68.9073324336482,0.00665951534640714,67.7696647324307,"BE",5,8,3,764,0,"1","1","0","1","1"
80,3.02060153370364,"Private room",1,1,1,1,"Real Bed","4 days ago",29590402,"within a day",100,1,1,2,1125,9,30,51,326,"strict",10,"2016-05-22","2017-05-01",98,10,10,10,10,10,0.85,68.9073324336482,0.0263453268218826,67.7696647324307,"BE",3,8,2,344,0,"1","1","0","0","0"
75,2.99133621852285,"Entire home/apt",2,3,3,3,"Real Bed","5 weeks ago",29626188,"within a few hours",100,1,1,1,1125,30,60,90,365,"moderate",5,"2015-05-04","2016-06-30",96,10,10,8,9,8,0.2,68.9073324336482,0.0161586536023199,67.7696647324307,"BE",5,8,1,423,0,"1","0","0","0","1"
30,2.53656648225296,"Entire home/apt",4,1,3,3,"Real Bed","19 months ago",29649836,"",92.4125083648795,1,1,2,1125,0,0,0,0,"strict",1,"2015-11-02","2015-11-02",100,10,10,10,10,8,0.05,68.9073324336482,0.0523984726382,67.7696647324307,"BE",4,8,1,0,0,"1","1","0","0","1"
49,2.78946942008955,"Entire home/apt",2,1,1,1,"Real Bed","2 weeks ago",29652189,"within a few hours",100,1,1,2,1125,0,0,0,0,"flexible",5,"2016-09-11","2017-04-24",96,10,10,10,10,9,0.62,68.9073324336482,0.0318400703651795,67.7696647324307,"BE",3,8,1,225,0,"1","1","0","0","0"
555,3.75658680374638,"Entire home/apt",4,1,2,4,"Real Bed","3 weeks ago",29678785,"within a day",75,2,1,1,1125,27,57,87,362,"flexible",0,"","",NA,NA,NA,NA,NA,NA,NA,68.9073324336482,0.00893788832021174,67.7696647324307,"BE",3,8,3,NA,1,"1","0","0","0","0"
55,2.84580327119655,"Private room",2,1,1,1,"Real Bed","9 months ago",29689094,"",87.0448093871328,1,1,7,55,0,0,0,0,"moderate",0,"","",NA,NA,NA,NA,NA,NA,NA,64.5296551724138,0.014547487045923,67.7696647324307,"other",3,8,3,NA,1,"1","0","0","0","0"
65,2.92520842621306,"Entire home/apt",2,1,1,3,"Real Bed","21 months ago",29730360,"",88.705550635918,1,2,3,5,0,0,0,0,"moderate",0,"","",NA,NA,NA,NA,NA,NA,NA,68.9073324336482,0.0465219338381515,67.7696647324307,"BE",2,8,3,NA,1,"1","1","0","0","0"
70,2.95966893810484,"Private room",2,1,1,1,"Real Bed","2 weeks ago",29733874,"within a day",50,1,1,1,1125,14,19,43,289,"moderate",2,"2016-06-21","2017-03-18",90,9,10,9,10,9,0.19,68.9073324336482,0.0361614461242485,67.7696647324307,"BE",4,8,1,270,0,"1","1","0","0","1"
49,2.78946942008955,"Private room",1,1,1,1,"Real Bed","6 months ago",29753658,"",90.5590295003987,1,1,1,30,0,0,0,0,"strict",0,"","",NA,NA,NA,NA,NA,NA,NA,64.5296551724138,0.0145941178873813,67.7696647324307,"BE",3,8,3,NA,1,"1","1","0","0","0"
38,2.66123587425299,"Private room",2,1,1,2,"Real Bed","15 months ago",29756783,"a few days or more",0,1,1,1,1125,30,60,90,365,"flexible",2,"2015-04-24","2016-10-30",90,8,9,10,9,9,0.08,57.8260869565217,0.0951084961255711,67.7696647324307,"BE",5,8,1,555,0,"1","1","0","0","0"
59,2.87946722092524,"Entire home/apt",2,1,1,1,"Real Bed","2 weeks ago",29779875,"",92.4125083648795,1,1,1,1125,0,1,1,190,"moderate",29,"2015-04-26","2016-12-11",94,10,10,10,10,8,1.16,64.5296551724138,0.0333325743334295,67.7696647324307,"BE",4,8,3,595,0,"1","1","0","0","1"
35,2.61847066597023,"Entire home/apt",2,1,1,1,"Real Bed","3 months ago",29782677,"",94.2659872293602,1,1,2,1125,0,0,0,0,"flexible",1,"2016-02-12","2016-02-12",100,10,10,10,10,10,0.07,68.9073324336482,0.0177048273356814,67.7696647324307,"BE",5,8,1,0,0,"1","0","0","0","1"
20,2.30984502523806,"Private room",2,1,1,1,"Real Bed","today",29812521,"",94.2659872293602,1,1,1,1125,22,52,75,325,"flexible",1,"2016-12-04","2016-12-04",100,10,10,10,10,10,0.19,68.9073324336482,0.00294189390858514,67.7696647324307,"BE",5,8,1,0,0,"1","1","1","0","1"
35,2.61847066597023,"Entire home/apt",3,1,2,3,"Real Bed","2 weeks ago",29818685,"within an hour",100,1,1,4,1001,29,59,89,179,"strict",0,"","",NA,NA,NA,NA,NA,NA,NA,64.5296551724138,0.0365994114471647,67.7696647324307,"BE",3,8,3,NA,1,"1","0","1","0","0"
26,2.45845106573825,"Private room",1,2,1,1,"Real Bed","11 months ago",29839867,"",90.5590295003987,1,1,2,1125,0,0,0,0,"flexible",1,"2015-04-06","2015-04-06",80,6,8,8,8,8,0.04,68.9073324336482,0.0352970484046325,67.7696647324307,"BE",3,8,1,0,0,"1","0","0","0","0"
80,3.02060153370364,"Private room",2,1,1,2,"Real Bed","yesterday",2986225,"within an hour",100,1,1,1,31,3,3,6,6,"moderate",138,"2013-08-12","2017-05-01",96,10,10,10,10,10,3.03,68.9073324336482,0.0222564888235143,67.7696647324307,"BE",7,11,3,1358,0,"1","0","1","1","1"
55,2.84580327119655,"Entire home/apt",2,1.5,1,1,"Real Bed","3 weeks ago",29871956,"within a few hours",100,1,2,3,15,9,39,69,69,"moderate",34,"2015-04-10","2017-04-28",97,10,10,10,10,10,1.34,68.9073324336482,0.00295909555441047,73.7420634920635,"BE",4,8,3,749,0,"1","1","0","1","1"
70,2.95966893810484,"Entire home/apt",9,1,2,6,"Real Bed","3 days ago",29874962,"within a day",75,6,4,1,1125,19,42,67,342,"strict",16,"2016-11-06","2017-04-24",84,10,9,9,10,9,2.59,68.9073324336482,0.0285531424231123,67.7696647324307,"BE",4,8,2,169,0,"1","0","0","0","1"
79,3.01492453287086,"Entire home/apt",2,1,1,1,"Real Bed","a week ago",2987880,"within an hour",100,1,1,2,180,0,0,0,254,"strict",9,"2012-12-16","2016-06-27",96,10,10,10,10,10,0.17,64.5296551724138,0.0154563678631508,67.7696647324307,"BE",5,11,2,1289,0,"1","1","0","0","1"
40,2.68758727216782,"Entire home/apt",2,1,1,1,"Real Bed","4 months ago",29879641,"",90.5590295003987,1,1,1,1125,0,0,0,0,"moderate",2,"2015-10-17","2015-11-21",100,10,10,10,10,9,0.11,74.2602040816327,0.0322066867133315,67.7696647324307,"BE",3,8,1,35,0,"1","1","0","0","0"
70,2.95966893810484,"Private room",2,2,1,1,"Real Bed","11 months ago",29882011,"",94.2659872293602,1,1,2,28,0,0,0,0,"moderate",1,"2016-06-09","2016-06-09",60,2,9.21165162808945,9.60895170789164,9.6212982937831,9.24135899450118,0.09,68.9073324336482,0.0249334871897617,67.7696647324307,"BE",5,8,1,0,0,"1","1","0","0","1"
66,2.93234588946343,"Entire home/apt",4,1,1,2,"Real Bed","3 weeks ago",29915471,"",92.4125083648795,1,2,3,7,0,0,0,0,"flexible",1,"2016-03-13","2016-03-13",100,10,10,10,10,10,0.07,68.9073324336482,0.019109759899789,67.7696647324307,"BE",4,8,1,0,0,"1","1","0","0","0"
59,2.87946722092524,"Entire home/apt",2,0.5,1,1,"Real Bed","3 weeks ago",29916806,"within an hour",100,2,1,2,10,0,0,0,0,"moderate",11,"2017-01-01","2017-04-10",91,10,9,10,10,10,2.56,68.9073324336482,0.0108719799796004,67.7696647324307,"BE",3,8,2,99,0,"1","0","1","0","0"
45,2.74717504836518,"Private room",1,2,1,1,"Real Bed","4 months ago",29916806,"within an hour",100,2,1,1,1125,0,0,0,0,"flexible",0,"","",NA,NA,NA,NA,NA,NA,NA,74.2602040816327,0.0317414628654066,67.7696647324307,"BE",3,8,3,NA,1,"1","0","0","0","0"
35,2.61847066597023,"Entire home/apt",6,1,2,3,"Real Bed","7 weeks ago",29953042,"within a day",100,1,1,3,1125,24,54,84,359,"strict",15,"2015-07-03","2017-02-12",92,9,9,10,10,9,0.66,64.5296551724138,0.0474154718034131,67.7696647324307,"BE",5,8,2,590,0,"1","1","0","0","1"
80,3.02060153370364,"Private room",2,1,1,1,"Real Bed","5 days ago",29995394,"within an hour",100,1,1,2,1125,14,17,17,17,"flexible",1,"2017-04-21","2017-05-01",100,10,10,10,10,6,1,74.2602040816327,0.0271580907183861,67.7696647324307,"BE",2,8,1,10,0,"1","1","0","0","0"
55,2.84580327119655,"Private room",2,2,1,1,"Real Bed","5 weeks ago",30007259,"within an hour",100,2,1,1,1125,15,37,64,318,"flexible",89,"2015-07-25","2017-05-01",96,10,10,10,10,9,4.06,68.9073324336482,0.0565981880140508,67.7696647324307,"BE",4,8,3,646,0,"1","1","0","0","1"
30,2.53656648225296,"Private room",1,2,1,1,"Real Bed","4 weeks ago",30007259,"within an hour",100,2,1,1,1125,16,38,64,303,"flexible",55,"2015-09-25","2017-04-30",97,10,10,10,10,9,2.77,68.9073324336482,0.0552727430339162,67.7696647324307,"BE",4,8,3,583,0,"1","1","0","0","1"
68,2.9462448772597,"Entire home/apt",4,1,1,3,"Real Bed","yesterday",30038566,"within a day",100,1,1,1,1125,16,43,66,341,"flexible",18,"2015-04-05","2016-04-04",94,10,10,10,10,9,0.7,68.9073324336482,0.0675622118354411,67.7696647324307,"BE",4,8,2,365,0,"1","1","0","0","1"
45,2.74717504836518,"Entire home/apt",2,1,1,1,"Pull-out Sofa","3 days ago",30043608,"within an hour",100,1,1,2,1125,0,11,36,115,"strict",25,"2016-10-31","2017-05-05",87,9,8,9,10,10,3.93,68.9073324336482,0.00342932245239297,67.7696647324307,"BE",5,8,3,186,0,"1","1","0","0","1"
52,2.81859705791237,"Entire home/apt",4,1,1,2,"Real Bed","7 weeks ago",3006538,"within a few hours",100,1,4,2,1125,0,0,5,274,"moderate",23,"2015-05-26","2017-03-19",96,9,10,10,10,9,0.97,68.9073324336482,0.0131825772897956,67.7696647324307,"BE",5,11,3,663,0,"1","1","0","1","1"
50,2.79940753029994,"Private room",1,1,1,1,"Real Bed","a week ago",30065998,"within an hour",100,1,1,1,20,27,57,87,362,"flexible",3,"2017-02-04","2017-04-28",90,10,9,10,10,9,0.95,68.9073324336482,0.0200119926376415,67.7696647324307,"BE",6,8,1,83,0,"1","1","0","0","1"
32,2.5711370040401,"Private room",2,1,1,1,"Real Bed","4 days ago",3006782,"within an hour",100,1,1,1,1125,9,9,12,87,"flexible",7,"2017-04-10","2017-05-01",100,10,10,10,10,9,7,64.5296551724138,0.0425644809379654,67.7696647324307,"BE",4,11,2,21,0,"1","0","1","0","0"
55,2.84580327119655,"Private room",2,1,1,1,"Real Bed","a week ago",3008294,"within an hour",100,1,1,1,1125,23,36,59,304,"flexible",9,"2015-06-07","2017-04-28",100,10,10,10,10,10,0.38,64.5296551724138,0.0444565123993354,67.7696647324307,"BE",4,11,2,691,0,"1","1","0","0","0"
35,2.61847066597023,"Entire home/apt",4,1,1,1,"Real Bed","2 weeks ago",30095675,"within a few hours",100,1,2,1,1125,0,14,22,277,"flexible",1,"2017-03-01","2017-03-01",100,10,10,10,10,10,0.43,68.9073324336482,0.0274705700105094,67.7696647324307,"BE",5,8,1,0,0,"1","0","0","0","1"
70,2.95966893810484,"Private room",2,1,1,1,"Real Bed","6 months ago",30112979,"",94.2927937811548,2,2,1,4,0,0,0,0,"flexible",2,"2016-06-29","2016-08-08",100,9,10,10,10,10,0.19,68.9073324336482,0.0542731785622306,67.7696647324307,"BE",5,8,1,40,0,"1","1","0","0","1"
90,3.0731335961039,"Private room",1,1,1,1,"Real Bed","6 months ago",30112979,"",94.2927937811548,2,1,1,1125,0,0,0,0,"flexible",3,"2016-08-05","2016-09-17",73,10,7,10,8,10,0.32,68.9073324336482,0.053303133748757,67.7696647324307,"BE",5,8,1,43,0,"1","1","0","0","1"
56,2.85448443571537,"Entire home/apt",4,1,2,2,"Real Bed","7 months ago",30137222,"",92.4125083648795,1,2,2,30,0,0,0,0,"flexible",0,"","",NA,NA,NA,NA,NA,NA,NA,68.9073324336482,0.0226734690056872,67.7696647324307,"BE",4,8,3,NA,1,"1","1","0","0","1"
50,2.79940753029994,"Private room",2,1,1,1,"Real Bed","2 weeks ago",30170257,"within a day",50,1,1,1,5,0,0,17,17,"strict",0,"","",NA,NA,NA,NA,NA,NA,NA,68.9073324336482,0.0420975773030009,67.7696647324307,"other",3,8,3,NA,1,"1","0","0","0","0"
50,2.79940753029994,"Private room",2,1,1,1,"Real Bed","4 weeks ago",30188983,"within an hour",100,1,1,1,1125,0,0,0,0,"flexible",10,"2016-06-23","2017-04-17",90,10,8,10,10,9,0.93,68.9073324336482,0.0277398583641591,67.7696647324307,"BE",6,8,2,298,0,"1","1","0","0","1"
60,2.88746292599211,"Private room",2,1,1,1,"Real Bed","6 weeks ago",30190019,"within a day",100,1,1,2,1125,0,0,1,190,"strict",36,"2015-06-08","2016-10-30",94,10,9,10,10,10,1.54,68.9073324336482,0.00371527068686203,67.7696647324307,"BE",3,8,3,510,0,"1","1","0","0","0"
30,2.53656648225296,"Private room",2,1,1,1,"Real Bed","3 weeks ago",30210716,"within a day",60,1,1,1,1125,16,46,76,351,"flexible",4,"2016-10-31","2017-02-28",90,9,10,10,9,8,0.63,64.5296551724138,0.0400281537205068,67.7696647324307,"BE",3,8,1,120,0,"1","0","0","0","0"
80,3.02060153370364,"Entire home/apt",2,1,0,1,"Real Bed","2 weeks ago",30216558,"within a day",100,1,1,2,1125,0,0,6,76,"flexible",0,"","",NA,NA,NA,NA,NA,NA,NA,64.5296551724138,0.0459683641716016,67.7696647324307,"BE",6,8,3,NA,1,"1","1","0","0","1"
64,2.91793999568031,"Entire home/apt",2,1,1,1,"Real Bed","4 weeks ago",30222828,"",90.5590295003987,1,1,2,30,0,7,37,62,"flexible",0,"","",NA,NA,NA,NA,NA,NA,NA,68.9073324336482,0.019600503202805,67.7696647324307,"BE",3,8,3,NA,1,"1","0","0","0","0"
60,2.88746292599211,"Entire home/apt",2,1,0,2,"Real Bed","2 months ago",3026051,"a few days or more",0,1,1,20,30,0,7,37,312,"strict",9,"2016-10-31","2017-01-24",91,10,8,9,10,10,1.41,68.9073324336482,0.0121116426956834,67.7696647324307,"other",3,11,2,85,0,"1","0","0","0","0"
57,2.86298429832729,"Entire home/apt",4,1,2,4,"Real Bed","6 days ago",30261636,"",92.4125083648795,1,1,6,16,0,0,8,24,"flexible",0,"","",NA,NA,NA,NA,NA,NA,NA,68.9073324336482,0.021561316372173,67.7696647324307,"BE",4,8,3,NA,1,"1","1","0","0","1"
80,3.02060153370364,"Private room",2,1,1,1,"Real Bed","4 weeks ago",30280932,"a few days or more",40,1,1,4,1125,0,0,0,0,"strict",4,"2016-08-17","2017-03-23",100,10,10,9,10,10,0.45,64.5296551724138,0.0238243759424107,67.7696647324307,"BE",5,8,1,218,0,"1","0","0","0","1"
115,3.17891868810506,"Private room",1,1,1,1,"Real Bed","24 months ago",30291625,"",86.8520717714372,1,1,1,1125,0,0,0,0,"flexible",0,"","",NA,NA,NA,NA,NA,NA,NA,68.9073324336482,0.0473259381265125,67.7696647324307,"BE",1,8,3,NA,1,"1","1","0","0","0"
45,2.74717504836518,"Entire home/apt",3,1,2,2,"Real Bed","5 months ago",30303018,"within a day",100,3,2,5,1125,0,0,0,154,"moderate",5,"2016-03-17","2016-06-04",100,10,10,10,10,10,0.36,68.9073324336482,0.0304333735976444,67.7696647324307,"BE",6,8,1,79,0,"1","1","0","0","1"
52,2.81859705791237,"Private room",2,1,1,2,"Real Bed","5 weeks ago",30328372,"within a few hours",100,1,1,2,1125,29,59,86,86,"moderate",3,"2016-01-03","2017-03-29",87,9,9,10,10,10,0.18,68.9073324336482,0.0156157242544501,73.7420634920635,"BE",4,8,1,451,0,"1","1","0","0","0"
25,2.43668414427245,"Entire home/apt",2,1,0,1,"Pull-out Sofa","22 months ago",30368413,"",90.5590295003987,1,1,2,7,0,0,0,0,"moderate",0,"","",NA,NA,NA,NA,NA,NA,NA,64.5296551724138,0.0529702841052116,67.7696647324307,"BE",3,8,3,NA,1,"1","1","0","0","0"
40,2.68758727216782,"Private room",2,1,1,1,"Real Bed","3 weeks ago",30396955,"within a few hours",100,1,1,1,1125,21,28,58,333,"flexible",2,"2016-10-16","2017-04-26",100,10,10,10,10,10,0.29,68.9073324336482,0.0184558768523826,67.7696647324307,"BE",3,8,1,192,0,"1","0","0","0","0"
98,3.11041994435166,"Entire home/apt",4,1,2,2,"Real Bed","5 days ago",30408795,"within an hour",100,1,1,2,30,0,4,24,48,"moderate",22,"2015-07-28","2017-01-22",96,10,10,10,10,10,1.01,68.9073324336482,0.0238956946635946,67.7696647324307,"other",4,8,3,544,0,"1","0","1","1","1"
25,2.43668414427245,"Entire home/apt",2,1,1,1,"Real Bed","3 weeks ago",30420585,"within an hour",100,1,1,2,1125,6,6,6,50,"flexible",29,"2015-05-19","2017-05-07",94,10,10,10,10,9,1.2,64.5296551724138,0.0395493698604032,67.7696647324307,"BE",3,8,3,719,0,"1","1","0","0","0"
69,2.95301439063493,"Entire home/apt",2,1,1,2,"Real Bed","yesterday",30425253,"within a few hours",100,1,1,1,3,11,20,47,322,"strict",2,"2016-12-29","2017-01-02",90,10,9,10,10,9,0.45,64.5296551724138,0.0401484223879046,67.7696647324307,"BE",4,8,1,4,0,"1","0","0","0","0"
40,2.68758727216782,"Entire home/apt",2,1,1,1,"Pull-out Sofa","2 weeks ago",30426034,"within an hour",100,1,1,2,1125,30,60,90,269,"strict",2,"2017-04-24","2017-04-26",100,10,9,10,10,7,2,64.5296551724138,0.054029089519969,67.7696647324307,"BE",4,8,1,2,0,"1","0","1","0","0"
40,2.68758727216782,"Entire home/apt",5,1,3,3,"Real Bed","a week ago",3042817,"within an hour",100,1,3,2,30,1,16,32,214,"strict",36,"2015-07-05","2017-05-02",93,10,9,9,9,9,1.59,64.5296551724138,0.0307706039001821,67.7696647324307,"BE",5,11,3,667,0,"1","1","0","0","1"
31,2.55418127861935,"Entire home/apt",3,1,1,1,"Real Bed","3 days ago",30428762,"within a day",100,1,2,1,10,0,28,58,58,"flexible",2,"2016-11-20","2016-12-30",60,8,4,6,8,8,0.34,68.9073324336482,0.000629056535199415,67.7696647324307,"BE",6,8,1,40,0,"1","1","0","0","1"
40,2.68758727216782,"Private room",3,1,1,2,"Real Bed","14 months ago",30432710,"",90.5590295003987,1,1,1,1125,0,0,0,0,"flexible",4,"2015-04-12","2016-02-29",85,8,8,9,9,6,0.16,74.2602040816327,0.0326103894598673,67.7696647324307,"BE",3,8,1,323,0,"1","1","0","0","0"
57,2.86298429832729,"Entire home/apt",4,1,2,2,"Real Bed","2 weeks ago",30433649,"within an hour",100,1,2,2,1125,11,18,35,35,"moderate",0,"","",NA,NA,NA,NA,NA,NA,NA,68.9073324336482,0.0464925917457639,67.7696647324307,"BE",4,8,3,NA,1,"1","1","1","0","1"
70,2.95966893810484,"Entire home/apt",4,1,2,3,"Real Bed","today",3045634,"within a day",67,2,1,2,30,15,45,75,165,"moderate",24,"2015-07-08","2017-05-01",86,9,8,10,10,9,1.07,74.2602040816327,0.0271893753848328,67.7696647324307,"BE",3,11,3,663,0,"1","1","0","0","0"
25,2.43668414427245,"Private room",2,1,1,1,"Real Bed","2 weeks ago",3045634,"within a day",67,2,1,2,8,29,59,89,364,"flexible",2,"2015-09-26","2015-11-17",80,9,7,10,10,9,0.1,74.2602040816327,0.0289589619529119,67.7696647324307,"BE",3,11,1,52,0,"1","0","0","0","0"
79,3.01492453287086,"Private room",2,1,1,1,"Real Bed","a week ago",30458793,"within an hour",100,1,1,2,1125,13,13,13,21,"flexible",33,"2016-09-05","2017-04-27",93,10,10,9,10,8,3.96,68.9073324336482,0.0352300656258241,67.7696647324307,"BE",5,8,3,234,0,"1","0","1","0","1"
29,2.51824370757742,"Entire home/apt",2,1,0,1,"Real Bed","today",30472472,"within a day",70,1,1,2,1125,11,41,71,161,"flexible",14,"2016-02-28","2017-04-21",97,10,10,10,10,10,0.96,68.9073324336482,0.0185182362560947,67.7696647324307,"BE",4,8,2,418,0,"1","0","0","0","0"
85,3.04778102599245,"Entire home/apt",2,1,1,1,"Real Bed","3 weeks ago",3047800,"within an hour",100,2,1,2,365,7,14,40,315,"strict",165,"2013-09-20","2017-04-19",92,10,10,9,9,8,3.73,68.9073324336482,0.0159666858589994,67.7696647324307,"BE",5,11,3,1307,0,"1","1","1","0","0"
20,2.30984502523806,"Entire home/apt",2,1,1,1,"Real Bed","2 months ago",3047800,"within an hour",100,2,1,2,1125,9,24,51,326,"strict",88,"2015-03-10","2017-04-20",93,10,10,10,10,9,3.33,68.9073324336482,0.0141981388724287,67.7696647324307,"BE",5,11,3,772,0,"1","1","0","0","0"
45,2.74717504836518,"Entire home/apt",4,1,1,2,"Real Bed","4 months ago",3051332,"",92.6435664465134,1,1,2,17,0,0,0,0,"flexible",3,"2015-09-18","2016-12-06",87,10,9,9,9,10,0.15,68.9073324336482,0.0166445109044273,67.7696647324307,"BE",5,11,1,445,0,"1","1","0","0","1"
150,3.2883839485245,"Entire home/apt",2,1,1,1,"Real Bed","3 days ago",30514773,"within a day",70,1,1,3,31,11,15,44,319,"strict",40,"2015-07-07","2017-04-24",91,9,8,9,10,9,1.78,68.9073324336482,0.0214075286012448,67.7696647324307,"BE",3,8,3,657,0,"1","1","0","0","0"
50,2.79940753029994,"Entire home/apt",6,1,2,3,"Real Bed","4 days ago",30518506,"within a few hours",100,1,4,2,1125,3,11,12,275,"moderate",49,"2015-05-06","2017-05-01",95,10,10,10,10,9,2,74.2602040816327,0.0328017853993341,67.7696647324307,"BE",4,8,3,726,0,"1","1","0","0","1"
50,2.79940753029994,"Private room",4,1,2,2,"Real Bed","2 days ago",30519050,"within an hour",100,1,2,2,1125,8,38,53,53,"moderate",40,"2015-06-07","2017-04-24",97,10,10,10,10,8,1.7,68.9073324336482,0.0354212882049226,67.7696647324307,"BE",5,8,3,687,0,"1","0","0","1","1"
