"target","bc_target","property_room_type","property_max_guests","property_bathrooms","property_bedrooms","property_beds","property_bed_type","property_last_updated","host_id","host_response_time","host_response_rate","host_nr_listings","booking_price_covers","booking_min_nights","booking_max_nights","booking_availability_30","booking_availability_60","booking_availability_90","booking_availability_365","booking_cancel_policy","reviews_num","reviews_first","reviews_last","reviews_rating","reviews_acc","reviews_cleanliness","reviews_checkin","reviews_communication","reviews_location","reviews_per_month","property_zip_missing","zipcode_class","dist_nearest_city_center","type_class","property_last_updated_numerical","Outlet covers","Fireplace guards","Grab-rails for shower and toilet","Table corner guards","Washer / Dryer","Free parking on street","Disabled parking spot","Flat smooth pathway to front door","Keypad","Single level home","host_location_country","host_verified_amount","years_as_host","category_30_low","category_30_medium","category_30_high","category_60_low","category_60_medium","category_60_high","category_90_low","category_90_medium","category_90_high","category_365_low","category_365_medium","category_365_high","reviews_num_cat","review_period","review_period_was_missing","profile_pic","exact_location","instant_bookable","superhost","identified_host","summary_score","property_sqfeet","property_type","property_zipcode"
45,2.74717504836518,"Entire home/apt",4,1,2,1,"Real Bed","9 months ago",7155059,"",89.3462250310473,1,1,5,1125,0,0,0,0,"flexible",1,"2016-07-12","2016-07-12",100,10,10,10,10,8,0.1,0,69.862012987013,0.0233861331284341,67.7722584719007,279,0,0,0,0,0,0,0,0,0,0,"BE",3,10,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,"1","1","1","0","0",0,NA,"Apartment","1060"
55,2.84580327119655,"Entire home/apt",4,1,1,2,"Real Bed","today",60756836,"within a day",77,3,2,2,1125,30,60,90,180,"flexible",0,"","",NA,NA,NA,NA,NA,NA,NA,0,67.4595649749024,0.0143022768731047,70.21875,0,0,0,0,0,0,0,0,0,0,0,"BE",5,7,0,0,1,0,0,1,0,0,1,0,1,0,3,NA,1,"1","0","0","0","1",4,NA,"Townhouse","2018"
125,3.21384157036292,"Private room",2,1,1,1,"Pull-out Sofa","5 months ago",17153163,"",89.9236946047413,2,1,1,1,0,0,0,0,"flexible",1,"2015-10-17","2015-10-17",100,10,10,8,10,10,0.05,0,63.8238434163701,0.0661010909567929,67.7722584719007,155,0,0,0,0,0,0,0,0,0,0,"BE",3,9,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,"1","0","0","0","0",0,NA,"Apartment","1200"
129,3.22689704888546,"Entire home/apt",2,1,0,1,"Real Bed","yesterday",22036841,"within a day",50,1,1,4,14,7,19,20,21,"flexible",4,"2016-12-16","2017-04-29",95,9,8,9,10,10,0.83,0,68.7899101589496,0.00933334518713418,67.7722584719007,1,0,0,0,0,0,0,0,0,0,0,"BE",4,9,0,1,0,0,1,0,0,1,0,1,0,0,1,134,0,"1","0","0","0","1",0,NA,"Apartment","1000"
85,3.04778102599245,"Private room",2,1,1,1,"Real Bed","8 months ago",23259332,"",93.7727231409759,1,1,1,1125,0,0,0,0,"flexible",0,"","",NA,NA,NA,NA,NA,NA,NA,0,67.4595649749024,0.0335248224968741,67.7722584719007,248,0,0,0,0,0,0,0,0,0,0,"BE",5,9,1,0,0,1,0,0,1,0,0,1,0,0,3,NA,1,"1","1","0","0","1",0,NA,"House","2600"
65,2.92520842621306,"Private room",2,1,1,1,"Real Bed","7 months ago",14649125,"",91.835718285957,1,1,1,1125,0,0,0,0,"flexible",9,"2016-09-03","2016-11-13",98,10,10,10,10,10,1.07,0,67.4595649749024,0.00403046373616828,67.7722584719007,217,0,0,0,0,0,0,0,0,0,0,"BE",4,9,1,0,0,1,0,0,1,0,0,1,0,0,2,71,0,"1","1","0","1","0",2,NA,"House","2000"
75,2.99133621852285,"Entire home/apt",4,1,1,1,"Real Bed","today",20986418,"within an hour",100,2,2,1,1125,16,46,76,351,"moderate",0,"","",NA,NA,NA,NA,NA,NA,NA,0,68.7899101589496,0.00247368564740543,67.7722584719007,0,0,0,0,0,0,0,0,0,0,0,"BE",4,9,0,0,1,0,0,1,0,0,1,0,0,1,3,NA,1,"1","0","1","0","1",0,NA,"Apartment","1000"
50,2.79940753029994,"Entire home/apt",6,1,2,3,"Real Bed","today",2792958,"within a few hours",96,93,4,1,1125,8,18,26,284,"moderate",11,"2015-09-14","2016-10-28",84,10,9,8,7,10,0.55,0,68.7899101589496,0.000668688491982793,67.7722584719007,0,0,0,0,0,0,0,0,0,0,0,"BE",5,11,0,1,0,0,1,0,0,1,0,0,1,0,2,410,0,"1","1","0","0","1",-15,NA,"Apartment","1000"
35,2.61847066597023,"Private room",2,1,1,1,"Real Bed","yesterday",100316952,"within an hour",100,1,1,1,7,0,0,25,25,"flexible",14,"2016-11-28","2017-04-18",97,10,10,10,10,9,2.58,0,63.8238434163701,0.0351016088942267,67.7722584719007,1,0,0,0,0,0,0,0,0,0,0,"BE",6,7,1,0,0,1,0,0,0,1,0,1,0,0,2,141,0,"1","0","1","1","1",0,NA,"Apartment","1030"
94,3.09224568048486,"Private room",1,1,1,1,"Real Bed","16 months ago",34194358,"",90.4761830046321,2,1,1,1125,0,0,0,0,"flexible",4,"2015-06-21","2016-01-02",100,10,9,10,10,10,0.17,0,68.7899101589496,0.0221847391043244,67.7722584719007,496,0,0,0,0,0,0,0,0,0,0,"BE",3,8,1,0,0,1,0,0,1,0,0,1,0,0,1,195,0,"1","1","0","0","0",0,NA,"House","1000"
60,2.88746292599211,"Entire home/apt",4,1.5,3,3,"Real Bed","9 months ago",33908364,"",90.4512018308289,1,1,2,1125,0,0,0,0,"moderate",0,"","",NA,NA,NA,NA,NA,NA,NA,0,69.862012987013,0.019095099865346,67.7722584719007,279,0,0,0,0,0,0,0,0,0,0,"BE",3,8,1,0,0,1,0,0,1,0,0,1,0,0,3,NA,1,"1","1","0","0","0",2,NA,"House","1060"
22,2.36465137061957,"Entire home/apt",4,1,1,2,"Real Bed","today",5937325,"within a day",100,1,3,2,7,12,18,20,240,"moderate",3,"2016-12-04","2017-02-19",100,9,10,10,10,8,0.57,0,63.8238434163701,0.0461388711236336,67.7722584719007,0,0,0,0,0,0,0,0,0,0,0,"BE",5,10,0,1,0,0,1,0,0,1,0,0,1,0,1,77,0,"1","1","0","0","1",0,NA,"Apartment","1030"
70,2.95966893810484,"Entire home/apt",2,1,1,1,"Real Bed","yesterday",4906197,"",89.3462250310473,1,1,2,1125,10,13,17,240,"flexible",0,"","",NA,NA,NA,NA,NA,NA,NA,1,65.1989795918367,0.03541823859736,67.7722584719007,1,0,0,0,0,0,0,0,0,0,0,"BE",3,10,0,1,0,0,1,0,0,1,0,0,1,0,3,NA,1,"1","0","0","0","0",0,NA,"House","2140"
27,2.47925036017336,"Private room",2,1,1,1,"Real Bed","3 weeks ago",17839148,"within a day",100,4,1,1,1125,0,0,30,30,"flexible",28,"2016-09-04","2017-04-09",92,10,9,10,10,10,3.39,0,67.4595649749024,0.0154179331371768,67.7722584719007,21,0,0,0,0,0,0,0,0,0,0,"BE",4,9,1,0,0,1,0,0,0,1,0,1,0,0,3,217,0,"1","0","0","0","0",0,NA,"Apartment","1050"
37,2.64743792917383,"Entire home/apt",2,1,0,2,"Real Bed","6 weeks ago",20500857,"within an hour",100,1,1,1,15,0,0,0,0,"flexible",4,"2017-01-14","2017-03-12",100,10,10,10,10,10,1.03,0,69.862012987013,0.0822034002618506,67.7722584719007,42,0,0,0,0,0,0,0,0,0,0,"BE",4,9,1,0,0,1,0,0,1,0,0,1,0,0,1,57,0,"1","0","0","0","0",3,NA,"Apartment","1170"
50,2.79940753029994,"Private room",2,1,1,2,"Real Bed","3 weeks ago",47379933,"within an hour",100,2,1,1,1125,15,38,68,158,"flexible",2,"2015-11-08","2016-01-03",100,10,10,10,10,10,0.11,0,61.6788990825688,0.0572808664925608,65.6535433070866,21,0,0,0,0,0,0,0,0,0,0,"BE",3,8,0,0,1,0,0,1,0,0,1,0,1,0,1,56,0,"1","1","0","0","0",0,NA,"Bed & Breakfast","1160"
130,3.23008626511199,"Entire home/apt",2,1,2,1,"Real Bed","2 weeks ago",127561807,"within a few hours",100,1,1,1,3,4,4,4,4,"flexible",0,"","",NA,NA,NA,NA,NA,NA,NA,0,67.4595649749024,0.0143282672967781,67.7722584719007,14,0,0,0,0,0,0,0,0,0,0,"BE",1,6,0,1,0,0,1,0,1,0,0,1,0,0,3,NA,1,"1","1","0","0","0",0,NA,"Apartment","2018"
25,2.43668414427245,"Private room",2,1,1,1,"Real Bed","today",73404949,"within a few hours",100,4,1,1,1125,5,10,19,98,"strict",0,"","",NA,NA,NA,NA,NA,NA,NA,0,69.862012987013,0.0141976295912672,65.6535433070866,0,0,0,0,0,0,0,0,0,0,0,"BE",3,7,0,1,0,0,1,0,0,1,0,0,1,0,3,NA,1,"1","1","0","0","0",0,NA,"Bed & Breakfast","1060"
70,2.95966893810484,"Entire home/apt",4,1,2,2,"Real Bed","5 weeks ago",11677628,"within an hour",100,2,1,2,30,11,22,47,165,"moderate",78,"2015-08-15","2017-04-22",96,10,10,9,10,10,3.69,0,68.7899101589496,0.000555775705973736,67.7722584719007,35,0,0,0,0,0,0,0,0,0,0,"BE",4,9,0,1,0,0,1,0,0,1,0,0,1,0,3,616,0,"1","0","1","1","1",2,NA,"Apartment","1000"
50,2.79940753029994,"Private room",1,1,1,1,"Real Bed","5 weeks ago",32105625,"within a day",72,7,1,4,1125,0,13,43,318,"strict",11,"2015-05-21","2017-03-24",78,8,8,9,9,9,0.46,0,67.4595649749024,0.0259760016443018,67.7722584719007,35,0,0,0,0,0,0,0,0,0,0,"BE",4,8,1,0,0,0,1,0,0,1,0,0,0,1,2,673,0,"1","1","0","0","1",0,NA,"Apartment","1050"
75,2.99133621852285,"Entire home/apt",2,1,0,1,"Real Bed","9 months ago",49161481,"within a few hours",100,4,1,3,1125,28,58,88,89,"flexible",0,"","",NA,NA,NA,NA,NA,NA,NA,0,63.8238434163701,0.0550485575518492,67.7722584719007,279,0,0,0,0,0,0,0,0,0,0,"BE",2,8,0,0,1,0,0,1,0,0,1,0,1,0,3,NA,1,"1","0","0","0","0",0,NA,"Apartment","1200"
50,2.79940753029994,"Private room",2,1,1,1,"Real Bed","8 months ago",50510291,"",90.4512018308289,1,1,5,60,0,0,0,0,"flexible",4,"2016-01-01","2016-09-13",60,7,8,10,10,7,0.24,0,69.862012987013,0.0243880098502482,67.7722584719007,248,0,0,0,0,0,0,0,0,0,0,"BE",3,8,1,0,0,1,0,0,1,0,0,1,0,0,1,256,0,"1","1","0","0","0",3,NA,"Apartment","1060"
36,2.63319206124735,"Entire home/apt",2,1,1,1,"Real Bed","5 weeks ago",37381568,"within a day",100,1,1,3,1125,23,53,83,358,"strict",26,"2015-08-11","2017-04-09",90,10,9,9,10,8,1.22,0,68.7899101589496,0.0111542272892497,67.7722584719007,35,0,0,0,0,0,0,0,0,0,0,"BE",5,8,0,0,1,0,0,1,0,0,1,0,0,1,3,607,0,"1","1","0","0","1",0,NA,"Apartment","1000"
115,3.17891868810506,"Entire home/apt",4,1,1,2,"Real Bed","4 weeks ago",41634265,"within an hour",100,1,4,2,1125,0,0,0,0,"flexible",0,"","",NA,NA,NA,NA,NA,NA,NA,0,73.3092485549133,0.0300780479178188,67.7722584719007,28,0,0,0,0,0,0,0,0,0,0,"FR",6,8,1,0,0,1,0,0,1,0,0,1,0,0,3,NA,1,"1","1","1","0","1",0,NA,"Apartment","1190"
57,2.86298429832729,"Entire home/apt",2,1,0,1,"Pull-out Sofa","3 weeks ago",102355355,"within a few hours",90,1,1,2,1125,2,2,2,67,"flexible",8,"2016-12-19","2017-03-14",90,10,10,10,10,9,1.69,0,68.7899101589496,0.0116131207599738,67.7722584719007,21,0,0,0,0,0,0,0,0,0,0,"BE",3,7,0,1,0,1,0,0,1,0,0,0,1,0,2,85,0,"1","1","1","0","0",0,NA,"Apartment","1000"
45,2.74717504836518,"Entire home/apt",5,1,2,3,"Real Bed","2 weeks ago",31042303,"within an hour",100,4,4,1,1125,14,32,50,316,"moderate",120,"2015-04-25","2017-05-08",87,9,8,10,10,9,4.83,0,67.4595649749024,0.0365993416025116,67.7722584719007,14,0,0,0,0,0,0,0,0,0,0,"BE",4,8,0,0,1,0,1,0,0,1,0,0,0,1,3,744,0,"1","0","0","0","1",0,NA,"Apartment","1050"
50,2.79940753029994,"Entire home/apt",2,1,0,1,"Pull-out Sofa","today",22434640,"within an hour",100,2,1,11,999,0,0,22,251,"moderate",6,"2016-11-20","2017-03-16",97,10,10,10,10,10,1.05,0,68.7899101589496,0.0296099470723826,67.7722584719007,0,0,0,0,0,0,0,0,0,1,0,"BE",4,9,1,0,0,1,0,0,0,1,0,0,1,0,2,116,0,"1","1","0","1","1",4,NA,"Apartment","1040"
26,2.45845106573825,"Private room",1,1,1,1,"Real Bed","12 months ago",49581935,"",90.4512018308289,1,1,1,1125,0,0,0,0,"flexible",2,"2015-12-13","2016-05-30",80,10,10,10,10,8,0.12,0,73.3092485549133,0.0493811061319046,67.7722584719007,372,0,0,0,0,0,0,0,0,0,0,"BE",3,8,1,0,0,1,0,0,1,0,0,1,0,0,1,169,0,"1","1","0","0","0",5,NA,"Apartment","1190"
100,3.11918129540432,"Entire home/apt",2,1,0,1,"Real Bed","3 weeks ago",21132463,"within a few hours",100,1,1,3,1125,0,0,1,22,"moderate",3,"2016-10-01","2016-10-30",100,10,10,10,10,10,0.41,0,67.4595649749024,0.0237101842241322,67.7722584719007,21,0,0,0,0,0,0,0,0,0,0,"BE",6,9,1,0,0,1,0,0,1,0,0,1,0,0,1,29,0,"1","1","0","0","1",0,NA,"Apartment","1050"
50,2.79940753029994,"Private room",1,1,1,1,"Real Bed","yesterday",45849032,"within a few hours",100,1,1,1,7,9,39,69,344,"moderate",0,"","",NA,NA,NA,NA,NA,NA,NA,0,67.4595649749024,0.0235314593267779,67.7722584719007,1,0,0,0,0,0,0,0,0,0,0,"BE",3,8,0,1,0,0,0,1,0,0,1,0,0,1,3,NA,1,"1","1","0","0","0",2,NA,"Apartment","1210"
50,2.79940753029994,"Entire home/apt",1,1,0,1,"Real Bed","a week ago",23082521,"within a few hours",99,79,1,30,1125,7,37,67,342,"strict",6,"2015-07-07","2015-08-03",90,9,9,9,10,8,0.27,0,67.4595649749024,0.0172167207575128,67.7722584719007,7,0,0,0,0,0,0,0,0,0,0,"BE",5,9,0,1,0,0,0,1,0,0,1,0,0,1,2,27,0,"1","1","0","0","1",-3,NA,"Apartment","1210"
50,2.79940753029994,"Private room",2,1,1,1,"Real Bed","19 months ago",6715155,"",93.2202347410852,1,1,2,1125,0,0,0,0,"moderate",0,"","",NA,NA,NA,NA,NA,NA,NA,0,63.8238434163701,0.0446240728315212,67.7722584719007,589,0,0,0,0,0,0,0,0,0,0,"BE",5,10,1,0,0,1,0,0,1,0,0,1,0,0,3,NA,1,"1","0","0","0","1",0,NA,"House","1070"
55,2.84580327119655,"Entire home/apt",2,1,1,1,"Real Bed","a week ago",17124778,"within a few hours",92,1,1,3,31,27,47,67,213,"strict",7,"2016-08-10","2017-05-12",91,9,9,10,10,9,0.76,0,73.3092485549133,0.0597864742775373,67.7722584719007,7,0,0,0,0,0,0,0,0,0,0,"BE",3,9,0,0,1,0,0,1,0,0,1,0,1,0,2,275,0,"1","1","0","0","0",3,NA,"House","2100"
45,2.74717504836518,"Private room",2,1,1,2,"Real Bed","a week ago",56170552,"within an hour",90,1,1,1,1125,10,17,21,98,"strict",92,"2016-02-06","2017-05-11",95,10,10,10,10,10,5.97,0,67.4595649749024,0.00373918028662538,70.21875,7,0,0,0,0,0,0,0,0,0,0,"BE",4,7,0,1,0,0,1,0,0,1,0,0,1,0,3,460,0,"1","1","0","1","1",1,NA,"Townhouse","2000"
25,2.43668414427245,"Entire home/apt",4,1,1,1,"Real Bed","today",23143716,"within an hour",100,2,2,3,1125,5,16,42,308,"strict",107,"2015-01-04","2017-04-24",86,9,8,9,9,9,3.75,0,69.862012987013,0.014651487805716,67.7722584719007,0,0,0,0,0,0,0,0,0,0,0,"BE",3,9,0,1,0,0,1,0,0,1,0,0,0,1,3,841,0,"1","1","1","0","0",0,NA,"Apartment","1060"
65,2.92520842621306,"Entire home/apt",2,1,1,3,"Real Bed","21 months ago",29730360,"",88.5141969758099,1,2,3,5,0,0,0,0,"moderate",0,"","",NA,NA,NA,NA,NA,NA,NA,0,68.7899101589496,0.0465219338381515,67.7722584719007,651,0,0,0,0,0,0,0,0,0,0,"BE",2,8,1,0,0,1,0,0,1,0,0,1,0,0,3,NA,1,"1","1","0","0","0",2,NA,"Apartment","1040"
78,3.00916196359364,"Private room",2,1,1,1,"Real Bed","3 weeks ago",4903018,"within an hour",100,4,1,15,1125,19,49,79,354,"moderate",0,"","",NA,NA,NA,NA,NA,NA,NA,0,69.862012987013,0.0242983240650179,67.7722584719007,21,0,0,0,0,0,0,0,0,0,0,"BE",5,10,0,0,1,0,0,1,0,0,1,0,0,1,3,NA,1,"1","0","0","0","1",0,NA,"House","1060"
60,2.88746292599211,"Private room",4,2,2,1,"Real Bed","today",2792958,"within a few hours",96,93,1,1,1125,21,47,77,352,"moderate",0,"","",NA,NA,NA,NA,NA,NA,NA,0,68.7899101589496,0.0060209251556994,67.7722584719007,0,0,0,0,0,0,0,0,0,0,0,"BE",5,11,0,0,1,0,0,1,0,0,1,0,0,1,3,NA,1,"1","1","0","0","1",-10,NA,"Apartment","1000"
36,2.63319206124735,"Private room",2,1,1,2,"Real Bed","15 months ago",21446336,"within a day",100,1,1,1,1125,29,59,89,364,"flexible",3,"2014-10-05","2017-04-28",100,10,10,10,10,10,0.09,0,67.4595649749024,0.0146055785218867,67.7722584719007,465,0,0,0,0,0,0,0,0,0,0,"BE",3,9,0,0,1,0,0,1,0,0,1,0,0,1,1,936,0,"1","1","0","0","0",2,NA,"Apartment","1050"
48,2.77928867412961,"Private room",2,1,1,1,"Real Bed","5 days ago",20834666,"within a few hours",100,3,1,2,5,26,48,63,288,"flexible",5,"2015-03-30","2017-04-30",100,10,10,10,10,9,0.19,0,67.4595649749024,0.0158583470130201,67.7722584719007,1825,0,0,0,0,0,0,0,0,0,0,"BE",3,9,0,0,1,0,0,1,0,0,1,0,0,1,1,762,0,"1","1","0","0","0",-5,NA,"House","2018"
180,3.36049580128156,"Entire home/apt",2,1,1,2,"Real Bed","a week ago",19212294,"within a few hours",100,1,2,30,1125,0,0,0,250,"flexible",64,"2014-08-26","2016-12-31",95,10,9,10,10,10,1.94,0,68.7899101589496,0.00872907357537556,71.9124087591241,7,0,0,0,0,0,0,0,0,0,0,"BE",3,9,1,0,0,1,0,0,1,0,0,0,1,0,3,858,0,"1","1","0","0","0",2,NA,"Loft","1000"
60,2.88746292599211,"Entire home/apt",2,1,1,1,"Real Bed","4 months ago",27898893,"",94.35019271467,2,1,2,1125,0,0,0,0,"flexible",1,"2017-01-01","2017-01-01",80,8,6,8,8,8,0.23,0,69.862012987013,0.0158116783148407,67.7722584719007,124,0,0,0,0,0,0,0,0,0,0,"BE",5,8,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,"1","1","0","0","1",0,NA,"Apartment","1060"
70,2.95966893810484,"Entire home/apt",2,1,0,1,"Real Bed","2 months ago",63601176,"within a few hours",100,1,1,3,1125,11,33,60,335,"flexible",36,"2016-04-05","2017-05-01",91,9,9,10,9,8,2.68,0,73.3092485549133,0.0365189952522838,67.7722584719007,62,0,0,0,0,0,0,0,0,0,0,"BE",2,7,0,1,0,0,1,0,0,0,1,0,0,1,3,391,0,"1","1","0","0","0",0,NA,"Apartment","2060"
76,2.99737037174501,"Entire home/apt",6,1,3,4,"Real Bed","3 days ago",2237303,"a few days or more",50,1,4,3,60,22,28,58,333,"strict",21,"2012-12-30","2017-04-16",91,9,9,10,10,9,0.4,0,69.862012987013,0.0197297901285211,67.7722584719007,1095,0,0,0,0,0,0,0,0,0,0,"BE",5,11,0,0,1,0,1,0,0,1,0,0,0,1,3,1568,0,"1","1","0","0","1",2,NA,"Apartment","1060"
25,2.43668414427245,"Entire home/apt",4,1,1,2,"Real Bed","2 weeks ago",31859699,"within a few hours",100,1,3,1,1125,21,51,81,171,"moderate",4,"2017-04-09","2017-04-29",90,10,8,10,10,8,4,0,68.7899101589496,0.0307023014443638,67.7722584719007,14,0,0,0,0,0,0,0,0,0,0,"BE",4,8,0,0,1,0,0,1,0,0,1,0,1,0,1,20,0,"1","0","0","0","1",0,NA,"Apartment","1000"
35,2.61847066597023,"Private room",1,1,1,1,"Real Bed","a week ago",33565440,"within a few hours",100,1,1,1,1125,0,0,27,159,"moderate",2,"2015-08-01","2015-09-13",80,8,8,10,10,10,0.09,0,59.6881720430108,0.105498704588974,67.7722584719007,7,0,0,0,0,0,0,0,0,0,0,"BE",3,8,1,0,0,1,0,0,0,1,0,0,1,0,1,43,0,"1","1","0","0","0",0,NA,"House","1150"
65,2.92520842621306,"Entire home/apt",2,1,1,1,"Real Bed","5 weeks ago",53303844,"within a few hours",100,1,1,10,1125,0,8,38,248,"strict",1,"2017-03-03","2017-03-03",100,10,10,10,10,10,0.44,0,61.6788990825688,0.0528686735648361,67.7722584719007,35,0,0,0,0,0,0,0,0,0,0,"BE",3,7,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,"1","1","1","0","0",0,NA,"Apartment","1160"
50,2.79940753029994,"Entire home/apt",5,1,2,3,"Real Bed","16 months ago",15840374,"",93.7727231409759,1,2,1,1125,0,0,0,127,"moderate",20,"2015-05-04","2016-03-22",91,9,9,9,10,9,0.81,0,68.7899101589496,0.0345309764674092,67.7722584719007,496,0,0,0,0,0,0,0,0,0,0,"BE",5,9,1,0,0,1,0,0,1,0,0,0,1,0,3,323,0,"1","0","1","0","1",0,NA,"Apartment","1000"
32,2.5711370040401,"Entire home/apt",4,1,1,2,"Real Bed","10 months ago",21096499,"",91.835718285957,1,1,2,7,0,0,0,0,"flexible",0,"","",NA,NA,NA,NA,NA,NA,NA,0,68.7899101589496,0.0474195549397959,67.7722584719007,310,0,0,0,0,0,0,0,0,0,0,"BE",4,9,1,0,0,1,0,0,1,0,0,1,0,0,3,NA,1,"1","0","0","0","1",-2,NA,"Apartment","1040"
250,3.48454272089652,"Private room",3,1,1,1,"Real Bed","yesterday",21324667,"within an hour",100,1,1,1,1125,3,3,3,3,"moderate",67,"2015-04-28","2017-05-07",93,10,10,10,10,9,2.69,0,65.1989795918367,0.0404849298524394,67.7722584719007,1,0,0,0,0,0,0,0,0,0,0,"BE",3,9,0,1,0,0,1,0,1,0,0,1,0,0,3,740,0,"1","1","1","1","0",7,NA,"House","2140"
99,3.11482676755763,"Private room",2,1,1,1,"Real Bed","17 months ago",22485540,"a few days or more",0,1,2,3,1125,0,0,0,261,"moderate",4,"2014-11-04","2016-01-03",90,9,9,10,9,8,0.13,0,73.3092485549133,0.0345532195689434,71.9124087591241,527,0,0,0,0,0,0,0,0,0,0,"BE",3,9,1,0,0,1,0,0,1,0,0,0,1,0,1,425,0,"1","1","0","0","0",0,NA,"Loft","1190"
99,3.11482676755763,"Private room",1,1,1,1,"Real Bed","today",15823161,"within a day",93,2,1,1,2,16,44,72,73,"flexible",9,"2017-01-13","2017-04-26",88,9,10,9,9,8,2.31,0,73.3092485549133,0.0334811304121585,67.7722584719007,0,0,0,0,0,0,0,0,0,0,0,"BE",6,9,0,0,1,0,0,1,0,0,1,0,1,0,2,103,0,"1","1","0","0","1",4,NA,"Apartment","1190"
54,2.83693353399645,"Entire home/apt",2,1,1,2,"Real Bed","2 weeks ago",23082521,"within a few hours",99,79,1,3,1125,1,1,31,306,"moderate",15,"2016-02-14","2017-05-08",91,9,9,10,9,9,1,0,68.7899101589496,0.0282500774711261,67.7722584719007,14,0,0,0,0,0,0,0,0,0,0,"BE",5,9,0,1,0,1,0,0,0,1,0,0,0,1,2,449,0,"1","1","0","0","1",0,NA,"House","1000"
71,2.96621207318362,"Entire home/apt",4,1,0,4,"Real Bed","today",27151122,"within an hour",100,7,1,2,15,7,13,19,234,"moderate",40,"2015-10-26","2017-04-19",93,10,9,10,10,10,2.14,0,68.7899101589496,0.00301206403511408,67.7722584719007,0,0,0,0,0,0,0,0,0,1,0,"BE",6,8,0,1,0,0,1,0,0,1,0,0,1,0,3,541,0,"1","1","1","0","1",0,NA,"Apartment","1000"
45,2.74717504836518,"Entire home/apt",2,1,1,1,"Real Bed","2 months ago",10054089,"within a day",100,1,2,2,1125,0,5,35,310,"moderate",4,"2015-10-04","2015-11-15",100,10,10,10,10,10,0.21,0,67.4595649749024,0.0210401330027038,67.7722584719007,62,0,0,0,0,0,0,0,0,0,0,"BE",4,10,1,0,0,0,1,0,0,1,0,0,0,1,1,42,0,"1","1","0","0","1",0,NA,"Apartment","1210"
40,2.68758727216782,"Entire home/apt",2,1,1,1,"Real Bed","2 months ago",3535481,"within a day",80,1,1,4,40,2,32,62,63,"strict",31,"2012-12-15","2016-10-30",97,10,10,10,10,10,0.58,0,69.862012987013,0.0222933914797521,67.7722584719007,62,0,0,0,0,0,0,0,0,0,0,"BE",4,11,0,1,0,0,1,0,0,0,1,0,1,0,3,1415,0,"1","1","0","0","0",2,NA,"Apartment","1060"
47,2.76885412500377,"Private room",2,1,1,1,"Real Bed","3 days ago",18797041,"within a day",80,3,1,1,1125,10,28,58,127,"strict",0,"","",NA,NA,NA,NA,NA,NA,NA,0,69.862012987013,0.0167545620214094,67.7722584719007,1095,0,0,0,0,0,0,0,0,0,0,"BE",4,9,0,1,0,0,1,0,0,1,0,0,1,0,3,NA,1,"1","1","0","0","1",3,NA,"House","1060"
189,3.37939127816667,"Entire home/apt",6,1,2,4,"Real Bed","today",2210565,"within a few hours",93,9,1,2,1125,10,26,34,81,"strict",12,"2016-03-30","2017-04-19",97,10,10,10,10,10,0.89,0,68.7899101589496,0.00192894770223044,67.7722584719007,0,0,0,0,0,0,0,0,0,0,0,"BE",3,11,0,1,0,0,1,0,0,1,0,0,1,0,2,385,0,"1","1","0","0","0",-1,NA,"Apartment","1000"
26,2.45845106573825,"Private room",2,1,1,1,"Real Bed","2 weeks ago",25141601,"within an hour",100,1,2,2,1125,9,24,30,30,"flexible",1,"2017-04-16","2017-04-16",100,10,10,10,10,8,1,0,65.1989795918367,0.0430405991817061,70.21875,14,0,0,0,0,0,0,0,0,0,0,"BE",7,9,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,"1","1","1","0","1",0,NA,"Townhouse","2140"
60,2.88746292599211,"Private room",2,2,1,1,"Real Bed","a week ago",33270519,"within a few hours",100,2,1,1,1125,7,37,67,342,"strict",8,"2015-10-16","2017-01-06",74,7,8,7,8,8,0.42,0,68.7899101589496,0.0456971784180686,67.7722584719007,7,0,0,0,0,0,0,0,0,0,0,"BE",8,8,0,1,0,0,0,1,0,0,1,0,0,1,2,448,0,"1","1","0","0","1",0,NA,"Apartment","1040"
55,2.84580327119655,"Entire home/apt",2,1,1,1,"Real Bed","5 days ago",7209439,"within an hour",100,1,1,2,1125,4,5,6,6,"moderate",33,"2016-05-01","2017-04-17",95,10,10,10,10,10,2.63,0,67.4595649749024,0.00630073139110686,67.7722584719007,1825,0,0,0,0,0,0,0,0,0,0,"BE",5,10,0,1,0,0,1,0,1,0,0,1,0,0,3,351,0,"1","1","0","1","1",4,NA,"Apartment","2000"
70,2.95966893810484,"Private room",2,1,1,1,"Real Bed","6 months ago",30112979,"",94.35019271467,2,2,1,4,0,0,0,0,"flexible",2,"2016-06-29","2016-08-08",100,9,10,10,10,10,0.19,0,68.7899101589496,0.0542731785622306,67.7722584719007,186,0,0,0,0,0,0,0,0,0,0,"BE",5,8,1,0,0,1,0,0,1,0,0,1,0,0,1,40,0,"1","1","0","0","1",2,NA,"Apartment","1040"
